YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
2006,364315,5.054,17.233,15.4,2.329,1.564,0.611,2.249
2007,364315,4.882,17.309,15.238,1.864,1.564,0.637,2.224
2008,364315,4.207,17.178,15.764,1.841,1.564,0.664,2.198
2009,364315,4.3,14.55,17.661,2.127,1.564,0.691,2.173
2010,364315,4.423,15.503,16.522,2.362,1.516,0.717,2.148
2011,364315,4.369,16.234,16.115,1.717,1.516,0.615,1.975
2012,364315,3.623,18.152,14.997,1.7,1.516,0.513,1.801
2013,364315,4.59,16.785,15.495,1.7,1.516,0.41,1.628
2014,364315,3.907,18.378,13.516,1.67,1.516,0.308,1.455
2015,364315,4.05,17.959,16.07,1.815,1.516,0.206,1.281
2016,364315,3.638,17.985,16.094,1.818,1.516,0.103,1.108
2017,364315,3.498,14.843,20.615,1.82,1.516,0.103,1.108
2018,364315,4.474,14.843,20.615,1.82,1.516,0.103,1.108
1990,364334,0.797,3.414,2.596,0.353,0.256,0.051,0
1991,364334,0.797,3.436,2.467,0.351,0.256,0.052,0
1992,364334,0.797,3.216,2.613,0.354,0.256,0.053,0
2018,362521,15.959,43.744,60.757,5.364,4.468,0.802,0
1990,364799,17.163,72.171,54.887,7.469,5.412,0.995,0
1991,364799,17.163,72.643,52.164,7.414,5.412,1.023,0
1992,364799,17.163,67.989,55.235,7.49,5.412,1.051,0
1993,364799,17.163,61.771,50.991,7.363,5.412,1.078,0
1994,364799,17.163,60.91,51.858,7.419,5.412,1.106,0
1995,364799,17.163,62.313,55.896,7.265,5.412,1.134,0
1996,364799,17.163,67.829,58.691,7.368,5.424,1.18,0.045
1997,364799,17.163,72.378,53.453,7.989,5.424,1.226,0.09
1998,364799,17.163,73.405,52.025,8.183,5.424,1.273,0.135
1999,364799,17.163,72.588,48.88,7.929,5.424,1.319,0.18
2000,364799,17.163,78.794,47.359,8.118,5.424,1.366,0.225
2001,364799,15.901,77.655,44.772,8.501,5.424,1.35,0.265
2002,364799,16.881,72.011,48.306,8.426,5.424,1.334,0.306
2003,364799,15.232,70.81,49.421,8.693,5.424,1.318,0.346
2004,364799,15.511,71.747,50.057,8.3,5.428,1.302,0.387
2005,364799,14.281,68.77,50.669,7.988,5.428,1.286,0.427
2006,364799,16.569,59.808,53.448,8.081,5.428,1.392,0.342
2007,364799,15.926,60.074,52.886,6.469,5.428,1.497,0.256
2008,364799,14.359,59.617,54.711,6.39,5.428,1.603,0.171
2009,364799,14.481,50.498,61.293,7.383,5.428,1.709,0.085
2010,364799,14.225,55.507,59.156,8.458,5.428,1.815,0
2011,364799,13.349,58.124,57.701,6.149,5.428,1.716,0
2012,364799,12.488,64.992,53.695,6.086,5.428,1.618,0
2013,364799,15.599,60.099,55.481,6.088,5.428,1.519,0
2014,364799,12.895,65.803,48.392,5.978,5.428,1.42,0
2015,364799,14.002,64.301,57.537,6.499,5.428,1.322,0
1993,364334,0.797,2.922,2.412,0.348,0.256,0.054,0
1994,364334,0.797,2.881,2.453,0.351,0.256,0.055,0
1995,364334,0.797,2.948,2.644,0.344,0.256,0.055,0
1996,364334,0.797,3.201,2.77,0.348,0.256,0.05,0.007
1997,364334,0.797,3.416,2.523,0.377,0.256,0.044,0.014
1998,364334,0.797,3.465,2.455,0.386,0.256,0.038,0.021
1999,364334,0.797,3.426,2.307,0.374,0.256,0.033,0.027
2000,364334,0.797,3.719,2.235,0.383,0.256,0.027,0.034
2001,364334,0.762,3.665,2.113,0.401,0.256,0.026,0.033
2002,364334,0.801,3.399,2.28,0.398,0.256,0.026,0.033
2003,364334,0.755,3.342,2.333,0.41,0.256,0.026,0.032
2004,364334,0.758,3.384,2.361,0.391,0.256,0.026,0.031
2005,364334,0.714,3.243,2.39,0.377,0.256,0.025,0.03
2006,364334,0.799,2.821,2.521,0.381,0.256,0.029,0.029
2007,364334,0.767,2.833,2.494,0.305,0.256,0.033,0.027
2008,364334,0.693,2.812,2.58,0.301,0.256,0.037,0.026
2009,364334,0.707,2.382,2.891,0.348,0.256,0.041,0.025
2010,364334,0.7,2.495,2.659,0.38,0.244,0.045,0.024
2011,364334,0.667,2.613,2.594,0.276,0.244,0.046,0.02
2012,364334,0.603,2.922,2.414,0.274,0.244,0.047,0.016
2013,364334,0.74,2.702,2.494,0.274,0.244,0.048,0.012
2014,364334,0.628,2.958,2.175,0.269,0.244,0.049,0.008
2015,364334,0.678,2.89,2.586,0.292,0.244,0.05,0.004
2016,364334,0.6,2.895,2.59,0.293,0.244,0.05,0
2017,364334,0.58,2.389,3.318,0.293,0.244,0.05,0
2018,364334,0.707,2.389,3.318,0.293,0.244,0.05,0
1990,364335,1.569,6.401,4.868,0.662,0.48,0.238,0
2003,362685,12.264,55.04,38.415,6.757,4.216,1.228,0.522
2004,362685,12.558,55.093,38.437,6.373,4.168,1.283,0.449
2005,362685,11.682,52.806,38.908,6.134,4.168,1.337,0.377
2006,362685,13.679,45.924,41.041,6.206,4.168,1.34,0.394
2007,362685,12.984,46.129,40.609,4.967,4.168,1.342,0.411
2008,362685,11.546,45.778,42.011,4.907,4.168,1.344,0.429
2009,362685,11.984,38.776,47.065,5.669,4.168,1.346,0.446
2010,362685,11.572,42.581,45.381,6.488,4.164,1.348,0.464
2011,362685,10.921,44.589,44.264,4.717,4.164,1.275,0.386
2012,362685,10.642,49.858,41.192,4.668,4.164,1.202,0.309
2013,362685,12.913,46.104,42.561,4.671,4.164,1.128,0.232
2014,362685,10.948,50.48,37.123,4.586,4.164,1.055,0.155
2015,362685,11.469,49.327,44.139,4.986,4.164,0.981,0.077
2016,362685,10.324,49.4,44.204,4.993,4.164,0.908,0
2017,362685,10.067,40.768,56.623,4.999,4.164,0.908,0
2018,362685,12.509,40.768,56.623,4.999,4.164,0.908,0
1990,364894,19.16,90.201,68.599,9.335,6.764,1.33,2.377
1991,364894,19.16,90.79,65.196,9.267,6.764,1.781,1.901
1992,364894,19.16,84.973,69.033,9.361,6.764,2.233,1.426
1993,364894,19.16,77.202,63.729,9.203,6.764,2.684,0.951
1994,364894,19.16,76.127,64.813,9.272,6.764,3.135,0.475
1995,364894,19.16,77.88,69.86,9.08,6.764,3.587,0
1996,364894,19.16,84.386,73.017,9.167,6.748,3.668,0.067
1997,364894,19.16,90.045,66.501,9.939,6.748,3.748,0.134
1998,364894,19.16,91.323,64.725,10.181,6.748,3.829,0.201
1999,364894,19.16,90.306,60.812,9.864,6.748,3.91,0.268
2000,364894,19.16,98.028,58.919,10.1,6.748,3.991,0.334
1993,363366,2.845,7.807,6.445,0.931,0.684,0.318,0.152
1994,363366,2.845,7.698,6.554,0.938,0.684,0.269,0.203
1995,363366,2.845,7.876,7.065,0.918,0.684,0.219,0.254
1996,363366,2.845,9.604,8.31,1.043,0.768,0.26,0.218
1997,363366,2.845,10.248,7.569,1.131,0.768,0.3,0.183
1998,363366,2.845,10.394,7.366,1.159,0.768,0.34,0.147
1999,363366,2.845,10.278,6.921,1.123,0.768,0.381,0.112
2000,363366,2.845,11.157,6.706,1.149,0.768,0.421,0.076
2001,363366,2.692,10.995,6.339,1.204,0.768,0.406,0.095
2002,363366,2.717,10.196,6.84,1.193,0.768,0.391,0.113
2003,363366,2.492,10.026,6.998,1.231,0.768,0.376,0.131
2004,363366,2.485,10.151,7.082,1.174,0.768,0.361,0.15
2005,363366,2.317,9.73,7.169,1.13,0.768,0.346,0.168
2006,363366,2.646,8.462,7.562,1.143,0.768,0.366,0.15
2007,363366,2.631,8.5,7.483,0.915,0.768,0.385,0.133
2008,363366,2.278,8.435,7.741,0.904,0.768,0.404,0.115
2009,363366,2.38,7.145,8.672,1.045,0.768,0.423,0.097
2010,363366,2.287,7.649,8.152,1.166,0.748,0.443,0.079
2011,363366,2.175,8.01,7.951,0.847,0.748,0.396,0.066
2012,363366,2.138,8.956,7.399,0.839,0.748,0.348,0.052
2013,363366,2.561,8.282,7.645,0.839,0.748,0.301,0.039
2014,363366,2.245,9.068,6.669,0.824,0.748,0.254,0.026
2015,363366,2.258,8.861,7.929,0.896,0.748,0.207,0.013
2016,363366,2.049,8.874,7.941,0.897,0.748,0.16,0
2017,363366,2.026,7.323,10.171,0.898,0.748,0.16,0
2018,363366,2.496,7.323,10.171,0.898,0.748,0.16,0
1990,365131,1.068,5.388,4.097,0.558,0.404,0.063,0
2014,364092,14.995,60.178,44.256,5.467,4.964,1.485,0.606
2015,364092,15.146,58.804,52.619,5.944,4.964,1.365,0.303
2016,364092,13.426,58.891,52.697,5.953,4.964,1.245,0
2017,364092,13.44,48.601,67.501,5.96,4.964,1.245,0
2018,364092,16.134,48.601,67.501,5.96,4.964,1.245,0
1990,364130,32.757,119.432,90.83,12.36,8.956,4.839,2.227
1991,364130,32.757,120.213,86.323,12.27,8.956,4.49,2.48
1992,364130,32.757,112.511,91.405,12.395,8.956,4.142,2.734
1993,364130,32.757,102.221,84.382,12.185,8.956,3.794,2.988
1994,364130,32.757,100.797,85.817,12.277,8.956,3.446,3.242
1995,364130,32.757,103.118,92.5,12.023,8.956,3.098,3.495
1996,364130,32.757,112.047,96.952,12.172,8.96,3.041,3.399
1997,364130,32.757,119.562,88.301,13.197,8.96,2.984,3.302
1998,364130,32.757,121.259,85.941,13.518,8.96,2.926,3.206
1999,364130,32.757,119.909,80.747,13.098,8.96,2.869,3.109
2000,364130,32.757,130.162,78.233,13.41,8.96,2.812,3.013
2001,364130,30.613,128.28,73.96,14.044,8.96,2.686,3.058
2002,364130,31.71,118.956,79.798,13.918,8.96,2.56,3.104
2003,364130,29.355,116.972,81.64,14.36,8.96,2.434,3.15
2004,364130,28.601,118.01,82.333,13.651,8.928,2.308,3.195
2005,364130,26.715,113.113,83.341,13.139,8.928,2.182,3.241
2006,364130,30.507,98.372,87.912,13.292,8.928,2.304,3.106
2007,364130,30.811,98.81,86.986,10.64,8.928,2.426,2.971
2008,364130,26.78,98.058,89.988,10.511,8.928,2.549,2.836
2009,364130,27.447,83.059,100.814,12.143,8.928,2.671,2.701
2010,364130,26.704,91.134,97.126,13.887,8.912,2.793,2.566
2011,364130,25.247,95.432,94.736,10.095,8.912,2.582,2.138
1995,363556,49.927,154.793,138.853,18.048,13.444,2.269,0.098
1996,363556,49.927,168.121,145.472,18.263,13.444,2.242,0.35
1997,363556,49.927,179.397,132.49,19.801,13.444,2.215,0.602
1998,363556,49.927,181.943,128.95,20.284,13.444,2.189,0.853
1999,363556,49.927,179.917,121.156,19.652,13.444,2.162,1.105
2000,363556,49.927,195.301,117.384,20.122,13.444,2.136,1.357
2001,363556,47.319,192.477,110.973,21.072,13.444,2.268,1.203
2002,363556,47.682,178.488,119.733,20.884,13.444,2.4,1.049
2003,363556,44.806,175.51,122.497,21.547,13.444,2.532,0.895
2004,363556,44.078,177.597,123.906,20.545,13.436,2.664,0.741
2005,363556,41.548,170.227,125.423,19.774,13.436,2.796,0.587
2006,363556,46.264,148.042,132.301,20.004,13.436,2.953,0.481
2007,363556,47.07,148.702,130.908,16.012,13.436,3.11,0.376
2008,363556,41.43,147.57,135.426,15.818,13.436,3.266,0.27
2009,363556,41.718,124.998,151.718,18.275,13.436,3.423,0.165
2010,363556,40.162,137.274,146.299,20.917,13.424,3.579,0.059
2011,363556,38.527,143.747,142.7,15.207,13.424,3.373,0.05
2012,363556,38.236,160.732,132.794,15.05,13.424,3.167,0.04
2013,363556,45.544,148.631,137.209,15.057,13.424,2.961,0.03
2014,363556,40.141,162.738,119.679,14.784,13.424,2.755,0.02
2015,363556,40.156,159.022,142.295,16.074,13.424,2.549,0.01
2016,363556,36.245,159.258,142.506,16.098,13.424,2.342,0
2017,363556,36.059,131.429,182.542,16.117,13.424,2.342,0
2018,363556,43.841,131.429,182.542,16.117,13.424,2.342,0
1990,363585,3.101,11.522,8.762,1.192,0.864,0.113,0.655
1991,363585,3.101,11.597,8.328,1.184,0.864,0.226,0.524
1992,363585,3.101,10.854,8.818,1.196,0.864,0.34,0.393
1997,364539,9.242,39.498,29.171,4.36,2.96,1.125,2.503
1998,364539,9.242,40.059,28.391,4.466,2.96,1.264,2.371
1999,364539,9.242,39.613,26.675,4.327,2.96,1.403,2.238
2000,364539,9.242,43,25.845,4.43,2.96,1.542,2.106
2001,364539,8.706,42.378,24.433,4.639,2.96,1.485,2.112
2002,364539,9.321,39.298,26.362,4.598,2.96,1.429,2.118
2003,364539,8.756,38.643,26.97,4.744,2.96,1.373,2.125
2004,364539,8.705,39.178,27.334,4.532,2.964,1.317,2.131
2005,364539,8.107,37.552,27.668,4.362,2.964,1.26,2.137
2006,364539,9.3,32.658,29.186,4.413,2.964,1.257,1.978
2007,364539,8.919,32.804,28.879,3.532,2.964,1.253,1.82
2008,364539,7.849,32.554,29.875,3.489,2.964,1.249,1.661
2009,364539,8.027,27.575,33.469,4.031,2.964,1.245,1.502
2010,364539,8.115,30.105,32.085,4.587,2.944,1.241,1.344
2011,364539,7.962,31.525,31.295,3.335,2.944,1.102,1.289
2012,364539,6.802,35.25,29.123,3.301,2.944,0.962,1.234
2013,364539,8.402,32.596,30.091,3.302,2.944,0.823,1.179
2014,364539,7.26,35.69,26.247,3.242,2.944,0.684,1.124
2015,364539,7.627,34.875,31.207,3.525,2.944,0.545,1.07
2016,364539,6.773,34.927,31.253,3.53,2.944,0.406,1.015
2017,364539,6.572,28.824,40.033,3.535,2.944,0.406,1.015
2018,364539,8.242,28.824,40.033,3.535,2.944,0.406,1.015
1990,364634,26.877,79.586,60.526,8.236,5.968,0.738,2.078
1991,364634,26.877,80.106,57.523,8.176,5.968,1.098,1.662
1992,364634,26.877,74.974,60.909,8.26,5.968,1.457,1.247
1993,364634,26.877,68.117,56.229,8.12,5.968,1.817,0.831
1994,364634,26.877,67.168,57.186,8.181,5.968,2.176,0.416
2018,363877,20.744,65.675,91.216,8.054,6.708,1.104,0
1990,363878,10.78,41.606,31.642,4.306,3.12,0.51,1.133
1991,363878,10.78,41.878,30.072,4.274,3.12,0.702,0.906
1992,363878,10.78,39.195,31.843,4.318,3.12,0.894,0.68
1993,363878,10.78,35.611,29.396,4.245,3.12,1.086,0.453
1994,363878,10.78,35.115,29.896,4.277,3.12,1.279,0.227
1995,363878,10.78,35.923,32.224,4.188,3.12,1.471,0
1996,363878,10.78,38.566,33.371,4.189,3.084,1.502,0.004
1997,363878,10.78,41.153,30.393,4.542,3.084,1.534,0.009
1998,363878,10.78,41.737,29.581,4.653,3.084,1.565,0.013
1999,363878,10.78,41.272,27.793,4.508,3.084,1.597,0.017
2000,363878,10.78,44.801,26.927,4.616,3.084,1.628,0.022
2001,363878,10.034,44.154,25.457,4.834,3.084,1.611,0.022
2002,363878,10.448,40.944,27.466,4.791,3.084,1.594,0.022
2003,363878,9.643,40.261,28.1,4.943,3.084,1.576,0.022
2004,363878,9.372,40.553,28.293,4.691,3.068,1.559,0.022
2005,363878,8.778,38.87,28.639,4.515,3.068,1.542,0.022
2006,363878,10.067,33.804,30.21,4.568,3.068,1.393,0.183
2007,363878,10.129,33.955,29.892,3.656,3.068,1.244,0.344
2008,363878,8.744,33.696,30.923,3.612,3.068,1.095,0.505
2009,363878,9.047,28.542,34.644,4.173,3.068,0.946,0.665
2010,363878,8.833,31.046,33.087,4.731,3.036,0.797,0.826
2011,363878,8.338,32.51,32.273,3.439,3.036,0.762,0.688
2012,363878,8.081,36.351,30.033,3.404,3.036,0.727,0.551
2013,363878,9.712,33.615,31.032,3.405,3.036,0.692,0.413
2014,363878,8.482,36.805,27.067,3.344,3.036,0.657,0.275
2015,363878,8.92,35.965,32.182,3.635,3.036,0.622,0.138
1991,364335,1.569,6.443,4.627,0.658,0.48,0.24,0
1992,364335,1.569,6.03,4.899,0.664,0.48,0.241,0
1993,364335,1.569,5.479,4.522,0.653,0.48,0.243,0
1994,364335,1.569,5.402,4.599,0.658,0.48,0.245,0
1995,364335,1.569,5.527,4.958,0.644,0.48,0.247,0
1996,364335,1.569,6.003,5.194,0.652,0.48,0.205,0.046
1997,364335,1.569,6.405,4.73,0.707,0.48,0.163,0.091
1998,364335,1.569,6.496,4.604,0.724,0.48,0.12,0.137
1999,364335,1.569,6.424,4.326,0.702,0.48,0.078,0.183
2000,364335,1.569,6.973,4.191,0.718,0.48,0.036,0.229
2001,364335,1.501,6.872,3.962,0.752,0.48,0.038,0.212
2002,364335,1.577,6.373,4.275,0.746,0.48,0.039,0.195
2003,364335,1.487,6.266,4.374,0.769,0.48,0.041,0.178
2004,364335,1.493,6.45,4.5,0.746,0.488,0.042,0.161
2005,364335,1.405,6.183,4.555,0.718,0.488,0.044,0.144
2006,364335,1.573,5.377,4.805,0.727,0.488,0.048,0.147
2007,364335,1.51,5.401,4.755,0.582,0.488,0.052,0.15
2008,364335,1.364,5.36,4.919,0.575,0.488,0.056,0.153
2009,364335,1.392,4.54,5.51,0.664,0.488,0.061,0.157
2010,364335,1.377,4.581,4.882,0.698,0.448,0.065,0.16
2011,364335,1.313,4.797,4.762,0.507,0.448,0.066,0.133
2012,364335,1.186,5.364,4.432,0.502,0.448,0.068,0.107
2013,364335,1.457,4.96,4.579,0.503,0.448,0.07,0.08
2014,364335,1.236,5.431,3.994,0.493,0.448,0.071,0.053
2015,364335,1.335,5.307,4.749,0.536,0.448,0.073,0.027
2016,364335,1.181,5.315,4.756,0.537,0.448,0.074,0
2017,364335,1.142,4.386,6.092,0.538,0.448,0.074,0
2016,364799,12.139,64.396,57.622,6.509,5.428,1.223,0
2017,364799,11.877,53.143,73.811,6.517,5.428,1.223,0
2018,364799,14.451,53.143,73.811,6.517,5.428,1.223,0
1990,364816,1.585,6.134,4.665,0.635,0.46,0.159,0.06
1991,364816,1.585,6.174,4.434,0.63,0.46,0.17,0.048
1992,364816,1.585,5.779,4.695,0.637,0.46,0.182,0.036
1993,364816,1.585,5.25,4.334,0.626,0.46,0.193,0.024
1994,364816,1.585,5.177,4.408,0.631,0.46,0.204,0.012
1995,364816,1.585,5.296,4.751,0.618,0.46,0.215,0
1996,364816,1.585,5.752,4.977,0.625,0.46,0.201,0.03
1997,364816,1.585,6.138,4.533,0.678,0.46,0.186,0.06
1998,364816,1.585,6.225,4.412,0.694,0.46,0.172,0.09
1999,364816,1.585,6.156,4.145,0.672,0.46,0.157,0.12
2000,364816,1.585,6.682,4.016,0.688,0.46,0.143,0.15
2001,364816,1.5,6.586,3.797,0.721,0.46,0.155,0.13
2002,364816,1.528,6.107,4.097,0.715,0.46,0.168,0.111
2003,364816,1.428,6.005,4.191,0.737,0.46,0.18,0.091
2004,364816,1.403,6.08,4.242,0.703,0.46,0.193,0.072
2005,364816,1.299,5.828,4.294,0.677,0.46,0.205,0.052
2006,364816,1.463,5.068,4.529,0.685,0.46,0.207,0.052
2007,364816,1.496,5.091,4.482,0.548,0.46,0.208,0.052
2008,364816,1.329,5.052,4.637,0.542,0.46,0.21,0.053
2009,364816,1.321,4.279,5.194,0.626,0.46,0.211,0.053
2010,364816,1.27,4.704,5.013,0.717,0.46,0.213,0.053
2011,364816,1.207,4.926,4.89,0.521,0.46,0.197,0.044
2012,364816,1.213,5.508,4.55,0.516,0.46,0.181,0.035
2013,364816,1.445,5.093,4.702,0.516,0.46,0.166,0.026
1993,363585,3.101,9.861,8.14,1.175,0.864,0.454,0.262
1994,363585,3.101,9.724,8.279,1.184,0.864,0.567,0.131
1995,363585,3.101,9.948,8.924,1.16,0.864,0.681,0
1996,363585,3.101,10.805,9.349,1.174,0.864,0.687,0.009
1997,363585,3.101,11.529,8.515,1.273,0.864,0.693,0.019
1998,363585,3.101,11.693,8.287,1.304,0.864,0.699,0.028
1999,363585,3.101,11.563,7.786,1.263,0.864,0.705,0.038
2000,363585,3.101,12.551,7.544,1.293,0.864,0.711,0.047
2001,363585,2.889,12.37,7.132,1.354,0.864,0.59,0.174
2002,363585,3.017,11.471,7.695,1.342,0.864,0.47,0.3
2003,363585,2.77,11.279,7.872,1.385,0.864,0.349,0.427
2004,363585,2.71,11.42,7.968,1.321,0.864,0.229,0.554
2005,363585,2.537,10.946,8.065,1.272,0.864,0.108,0.68
2006,363585,2.923,9.52,8.508,1.286,0.864,0.119,0.683
2007,363585,2.913,9.562,8.418,1.03,0.864,0.131,0.686
2008,363585,2.52,9.489,8.709,1.017,0.864,0.143,0.689
2009,363585,2.614,8.038,9.756,1.175,0.864,0.154,0.691
2010,363585,2.559,8.672,9.242,1.321,0.848,0.166,0.694
2011,363585,2.407,9.081,9.014,0.961,0.848,0.166,0.578
2012,363585,2.313,10.154,8.389,0.951,0.848,0.165,0.463
2013,363585,2.794,9.389,8.668,0.951,0.848,0.165,0.347
2014,363585,2.422,10.28,7.56,0.934,0.848,0.165,0.231
2015,363585,2.567,10.045,8.989,1.015,0.848,0.165,0.116
2016,363585,2.239,10.06,9.002,1.017,0.848,0.165,0
2017,363585,2.189,8.302,11.531,1.018,0.848,0.165,0
2018,363585,2.709,8.302,11.531,1.018,0.848,0.165,0
1990,365305,32.166,147.65,112.29,15.28,11.072,2.974,0
1991,365131,1.068,5.423,3.894,0.553,0.404,0.069,0
1992,365131,1.068,5.075,4.123,0.559,0.404,0.075,0
1993,365131,1.068,4.611,3.806,0.55,0.404,0.081,0
1994,365131,1.068,4.547,3.871,0.554,0.404,0.086,0
1995,365131,1.068,4.652,4.173,0.542,0.404,0.092,0
1996,365131,1.068,5.052,4.372,0.549,0.404,0.103,0
1997,365131,1.068,5.391,3.981,0.595,0.404,0.113,0.001
1998,365131,1.068,5.467,3.875,0.61,0.404,0.124,0.001
1999,365131,1.068,5.407,3.641,0.591,0.404,0.134,0.001
2000,365131,1.068,5.869,3.527,0.605,0.404,0.145,0.001
2001,365131,1.005,5.784,3.335,0.633,0.404,0.139,0.012
2002,365131,1.08,5.364,3.598,0.628,0.404,0.133,0.023
2003,365131,1.024,5.274,3.681,0.647,0.404,0.128,0.033
2004,365131,1.004,5.34,3.726,0.618,0.404,0.122,0.044
2005,365131,0.929,5.118,3.771,0.595,0.404,0.116,0.054
2006,365131,1.069,4.451,3.978,0.601,0.404,0.129,0.044
2007,365131,1.044,4.471,3.936,0.481,0.404,0.142,0.033
2008,365131,0.902,4.437,4.072,0.476,0.404,0.156,0.022
2009,365131,0.923,3.758,4.562,0.55,0.404,0.169,0.011
2010,365131,0.951,4.131,4.403,0.63,0.404,0.182,0
2011,365131,0.93,4.326,4.295,0.458,0.404,0.184,0
2012,365131,0.778,4.837,3.996,0.453,0.404,0.186,0
2013,365131,0.981,4.473,4.129,0.453,0.404,0.188,0
2014,365131,0.836,4.898,3.602,0.445,0.404,0.189,0
2015,365131,0.874,4.786,4.282,0.484,0.404,0.191,0
2016,365131,0.778,4.793,4.289,0.484,0.404,0.193,0
2017,365131,0.754,3.955,5.494,0.485,0.404,0.193,0
2012,364130,24.677,106.708,88.16,9.992,8.912,2.37,1.711
2013,364130,29.595,98.674,91.091,9.996,8.912,2.159,1.283
2014,364130,25.925,108.039,79.453,9.815,8.912,1.948,0.855
2015,364130,27.006,105.572,94.468,10.671,8.912,1.736,0.428
2016,364130,23.615,105.729,94.608,10.687,8.912,1.525,0
2017,364130,23.335,87.254,121.187,10.7,8.912,1.525,0
2018,364130,28.725,87.254,121.187,10.7,8.912,1.525,0
1990,364177,1.073,3.574,2.718,0.37,0.268,0.146,0
1991,364177,1.073,3.597,2.583,0.367,0.268,0.149,0
1992,364177,1.073,3.367,2.735,0.371,0.268,0.151,0
1993,364177,1.073,3.059,2.525,0.365,0.268,0.153,0
1994,364177,1.073,3.016,2.568,0.367,0.268,0.156,0
1995,364177,1.073,3.086,2.768,0.36,0.268,0.158,0
1996,364177,1.073,3.351,2.9,0.364,0.268,0.169,0
1997,364177,1.073,3.576,2.641,0.395,0.268,0.18,0
1998,364177,1.073,3.627,2.571,0.404,0.268,0.191,0
1999,364177,1.073,3.587,2.415,0.392,0.268,0.203,0
2000,364177,1.073,3.893,2.34,0.401,0.268,0.214,0
2001,364177,0.999,3.837,2.212,0.42,0.268,0.214,0.001
2002,364177,1.04,3.558,2.387,0.416,0.268,0.213,0.002
2003,364177,0.96,3.499,2.442,0.43,0.268,0.213,0.002
2004,364177,0.933,3.595,2.508,0.416,0.272,0.213,0.003
2005,364177,0.873,3.446,2.539,0.4,0.272,0.213,0.004
2006,364177,1.002,2.997,2.678,0.405,0.272,0.217,0.003
2007,364177,1.008,3.01,2.65,0.324,0.272,0.22,0.002
2008,364177,0.87,2.987,2.742,0.32,0.272,0.224,0.002
2009,364177,0.9,2.53,3.071,0.37,0.272,0.228,0.001
2016,363878,7.768,35.781,32.017,3.617,3.016,0.587,0
2017,363878,7.645,29.528,41.012,3.621,3.016,0.587,0
2018,363878,9.483,29.528,41.012,3.621,3.016,0.587,0
1990,363904,6.885,17.123,13.022,1.772,1.284,1.602,0.314
1991,363904,6.885,17.235,12.376,1.759,1.284,1.341,0.439
1992,363904,6.885,16.13,13.104,1.777,1.284,1.08,0.563
1993,363904,6.885,14.655,12.098,1.747,1.284,0.818,0.688
1994,363904,6.885,14.451,12.303,1.76,1.284,0.557,0.812
1995,363904,6.885,14.784,13.261,1.724,1.284,0.296,0.937
1996,363904,6.885,16.007,13.85,1.739,1.28,0.288,0.961
1997,363904,6.885,17.08,12.614,1.885,1.28,0.279,0.985
1998,363904,6.885,17.323,12.277,1.931,1.28,0.271,1.009
1999,363904,6.885,17.13,11.535,1.871,1.28,0.263,1.033
2000,363904,6.885,18.595,11.176,1.916,1.28,0.255,1.057
2001,363904,6.43,18.326,10.566,2.006,1.28,0.249,1.068
2002,363904,6.756,16.994,11.4,1.988,1.28,0.244,1.08
2003,363904,6.133,16.71,11.663,2.051,1.28,0.238,1.091
2004,363904,6.085,16.972,11.841,1.963,1.284,0.232,1.102
2005,363904,5.692,16.268,11.986,1.89,1.284,0.227,1.113
2006,363904,6.622,14.148,12.643,1.912,1.284,0.23,1.112
2007,363904,6.464,14.211,12.51,1.53,1.284,0.234,1.11
2008,363904,5.617,14.102,12.942,1.512,1.284,0.237,1.109
2009,363904,5.86,11.945,14.499,1.746,1.284,0.241,1.107
2010,363904,5.769,13.13,13.993,2.001,1.284,0.244,1.106
2011,363904,5.385,13.749,13.649,1.455,1.284,0.244,0.921
2012,363904,5.078,15.374,12.702,1.44,1.284,0.244,0.737
2013,363904,6.206,14.216,13.124,1.44,1.284,0.244,0.553
2014,364816,1.278,5.577,4.101,0.507,0.46,0.15,0.018
2015,364816,1.291,5.449,4.876,0.551,0.46,0.134,0.009
2016,364816,1.144,5.457,4.883,0.552,0.46,0.118,0
2017,364816,1.146,4.504,6.255,0.552,0.46,0.118,0
2018,364816,1.375,4.504,6.255,0.552,0.46,0.118,0
1990,364817,4.645,17.763,13.509,1.838,1.332,0.336,0.689
1991,364817,4.645,17.879,12.839,1.825,1.332,0.44,0.551
1992,364817,4.645,16.733,13.594,1.843,1.332,0.543,0.413
1993,364817,4.645,15.203,12.55,1.812,1.332,0.646,0.276
1994,364817,4.645,14.991,12.763,1.826,1.332,0.75,0.138
1995,364817,4.645,15.337,13.757,1.788,1.332,0.853,0
1996,364817,4.645,16.657,14.413,1.809,1.332,0.852,0.011
1997,364817,4.645,17.774,13.127,1.962,1.332,0.85,0.021
1998,364817,4.645,18.026,12.776,2.01,1.332,0.848,0.032
1999,364817,4.645,17.826,12.004,1.947,1.332,0.847,0.042
2000,364817,4.645,19.35,11.63,1.994,1.332,0.845,0.053
2001,364817,4.398,19.07,10.995,2.088,1.332,0.838,0.057
2002,364817,4.479,17.684,11.863,2.069,1.332,0.831,0.061
2003,364817,4.187,17.389,12.137,2.135,1.332,0.824,0.066
2004,364817,4.113,17.659,12.321,2.043,1.336,0.817,0.07
2005,364817,3.808,16.926,12.471,1.966,1.336,0.81,0.074
2006,364817,4.287,14.721,13.155,1.989,1.336,0.829,0.059
